IDTime;Class
950040000;sell
950054400;stay
950068800;stay
950083200;stay
950097600;stay
950112000;stay
950126400;stay
950140800;sell
950155200;stay
950169600;buy
950184000;buy
950198400;stay
950212800;stay
950227200;stay
950241600;stay
950256000;sell
950270400;stay
950284800;sell
950299200;sell
950486400;stay
950500800;stay
950515200;buy
950529600;stay
950544000;stay
950558400;stay
950572800;stay
950587200;stay
950601600;sell
950616000;stay
950630400;stay
950644800;stay
950659200;stay
950673600;stay
950688000;stay
950702400;stay
950716800;buy
950731200;buy
950745600;stay
950760000;stay
950774400;stay
950788800;stay
950803200;stay
950817600;stay
950832000;stay
950846400;stay
950860800;stay
950875200;stay
950889600;stay
950904000;stay
951091200;buy
951105600;buy
951120000;stay
951134400;stay
951148800;stay
951163200;stay
951177600;sell
951192000;stay
951206400;stay
951220800;stay
951235200;stay
951249600;stay
951264000;buy
951278400;buy
951292800;stay
951307200;stay
951321600;stay
951336000;stay
951350400;sell
951364800;stay
951379200;stay
951393600;stay
951408000;stay
951422400;sell
951436800;stay
951451200;stay
951465600;sell
951480000;sell
951494400;sell
951508800;sell
951696000;sell
951710400;buy
951724800;stay
951739200;buy
951753600;buy
951768000;buy
951782400;sell
951796800;stay
951811200;stay
951825600;sell
951840000;sell
951854400;sell
951868800;sell
951883200;sell
951897600;sell
951912000;sell
951926400;buy
951940800;stay
951955200;sell
951969600;sell
951984000;buy
951998400;stay
952012800;stay
952027200;stay
952041600;stay
952056000;stay
952070400;stay
952084800;stay
952099200;stay
952113600;sell
952300800;sell
952315200;sell
952329600;buy
952344000;stay
952358400;stay
952372800;buy
952387200;stay
952401600;sell
952416000;sell
952430400;sell
952444800;buy
952459200;buy
952473600;stay
952488000;stay
952502400;stay
952516800;stay
952531200;buy
952545600;sell
952560000;stay
952574400;stay
952588800;stay
952603200;stay
952617600;stay
952632000;stay
952646400;stay
952660800;stay
952675200;stay
952689600;stay
952704000;stay
952718400;sell
952905600;sell
952920000;sell
952934400;stay
952948800;buy
952963200;stay
952977600;sell
952992000;sell
953006400;stay
953020800;stay
953035200;stay
953049600;buy
953064000;buy
953078400;buy
953092800;stay
953107200;stay
953121600;stay
953136000;stay
953150400;stay
953164800;stay
953179200;stay
953193600;stay
953208000;stay
953222400;stay
953236800;buy
953251200;stay
953265600;stay
953280000;buy
953294400;buy
953308800;stay
953323200;stay
953510400;stay
953524800;stay
953539200;stay
953553600;stay
953568000;stay
953582400;stay
953596800;stay
953611200;stay
953625600;stay
953640000;stay
953654400;stay
953668800;stay
953683200;stay
953697600;stay
953712000;stay
953726400;buy
953740800;buy
953755200;stay
953769600;stay
953784000;stay
953798400;stay
953812800;stay
953827200;stay
953841600;stay
953856000;sell
953870400;stay
953884800;stay
953899200;stay
953913600;stay
953928000;stay
954115200;stay
954129600;stay
954144000;stay
954158400;stay
954172800;stay
954187200;stay
954201600;stay
954216000;stay
954230400;stay
954244800;stay
954259200;stay
954273600;stay
954288000;sell
954302400;sell
954316800;sell
954331200;stay
954345600;stay
954360000;sell
954374400;sell
954388800;sell
954403200;stay
954417600;buy
954432000;stay
954446400;sell
954460800;sell
954475200;sell
954489600;sell
954504000;buy
954518400;buy
954532800;buy
954720000;sell
954734400;sell
954748800;stay
954763200;stay
954777600;stay
954792000;stay
954806400;buy
954820800;sell
954835200;sell
954849600;sell
954864000;stay
954878400;stay
954892800;stay
954907200;stay
954921600;stay
954936000;stay
954950400;stay
954964800;stay
954979200;stay
954993600;stay
955008000;stay
955022400;stay
955036800;stay
955051200;stay
955065600;stay
955080000;stay
955094400;stay
955108800;buy
955123200;buy
955137600;buy
955324800;stay
955339200;buy
955353600;stay
955368000;stay
955382400;stay
955396800;stay
955411200;buy
955425600;stay
955440000;stay
955454400;stay
955468800;stay
955483200;sell
955497600;sell
955512000;sell
955526400;buy
955540800;stay
955555200;stay
955569600;stay
955584000;stay
955598400;stay
955612800;stay
955627200;stay
955641600;stay
955656000;stay
955670400;sell
955684800;sell
955699200;sell
955713600;sell
955728000;sell
955742400;sell
955929600;sell
955944000;stay
955958400;buy
955972800;buy
955987200;sell
956001600;sell
956016000;stay
956030400;stay
956044800;stay
956059200;stay
956073600;stay
956088000;stay
956102400;sell
956116800;stay
956131200;stay
956145600;buy
956160000;stay
956174400;stay
956188800;stay
956203200;buy
956217600;buy
956232000;buy
956246400;stay
956260800;stay
956275200;stay
956289600;stay
956304000;stay
956318400;stay
956332800;stay
956347200;stay
956534400;sell
956548800;stay
956563200;stay
956577600;stay
956592000;stay
956606400;stay
956620800;stay
956635200;stay
956649600;buy
956664000;buy
956678400;stay
956692800;sell
956707200;buy
956721600;buy
956736000;buy
956750400;stay
956764800;stay
956779200;stay
956793600;stay
956808000;stay
956822400;stay
956836800;stay
956851200;stay
956865600;stay
956880000;buy
956894400;buy
956908800;buy
956923200;stay
956937600;stay
956952000;stay
957139200;stay
957153600;buy
957168000;buy
957182400;stay
957196800;stay
957211200;stay
957225600;stay
957240000;stay
957254400;stay
957268800;stay
957283200;stay
957297600;stay
957312000;buy
957326400;buy
957340800;stay
957355200;stay
957369600;stay
957384000;stay
957398400;sell
957412800;sell
957427200;sell
957441600;stay
957456000;stay
957470400;sell
957484800;stay
957499200;sell
957513600;buy
957528000;buy
957542400;buy
957556800;stay
957744000;stay
957758400;stay
957772800;buy
957787200;stay
957801600;stay
957816000;stay
957830400;buy
957844800;stay
957859200;stay
957873600;stay
957888000;stay
957902400;stay
957916800;sell
957931200;sell
957945600;stay
957960000;buy
957974400;stay
957988800;buy
958003200;sell
958017600;sell
958032000;sell
958046400;stay
958060800;sell
958075200;sell
958089600;buy
958104000;buy
958118400;stay
958132800;stay
958147200;stay
958161600;buy
958348800;buy
958363200;buy
958377600;stay
958392000;stay
958406400;stay
958420800;stay
958435200;stay
958449600;buy
958464000;buy
958478400;stay
958492800;stay
958507200;stay
958521600;stay
958536000;stay
958550400;stay
958564800;sell
958579200;sell
958593600;sell
958608000;stay
958622400;stay
958636800;sell
958651200;stay
958665600;stay
958680000;sell
958694400;sell
958708800;sell
958723200;sell
958737600;stay
958752000;stay
958766400;stay
958953600;stay
958968000;stay
958982400;stay
958996800;stay
959011200;stay
959025600;stay
959040000;stay
959054400;stay
959068800;stay
959083200;stay
959097600;stay
959112000;buy
959126400;buy
959140800;buy
959155200;buy
959169600;buy
959184000;stay
959198400;stay
959212800;stay
959227200;stay
959241600;stay
959256000;stay
959270400;stay
959284800;stay
959299200;stay
959313600;sell
959328000;sell
959342400;stay
959356800;stay
959371200;stay
959558400;stay
959572800;stay
959587200;stay
959601600;stay
959616000;stay
959630400;stay
959644800;sell
959659200;sell
959673600;stay
959688000;stay
959702400;stay
959716800;buy
959731200;buy
959745600;buy
959760000;stay
959774400;buy
959788800;stay
959803200;buy
959817600;buy
959832000;buy
959846400;stay
959860800;stay
959875200;stay
959889600;stay
959904000;sell
959918400;sell
959932800;sell
959947200;stay
959961600;stay
959976000;stay
960163200;stay
960177600;sell
960192000;sell
960206400;stay
960220800;sell
960235200;stay
960249600;sell
960264000;sell
960278400;sell
960292800;sell
960307200;stay
960321600;sell
960336000;sell
960350400;sell
960364800;stay
960379200;stay
960393600;stay
960408000;stay
960422400;stay
960436800;stay
960451200;stay
960465600;stay
960480000;stay
960494400;buy
960508800;buy
960523200;buy
960537600;stay
960552000;stay
960566400;stay
960580800;sell
960768000;sell
960782400;stay
960796800;stay
960811200;stay
960825600;stay
960840000;stay
960854400;stay
960868800;stay
960883200;stay
960897600;buy
960912000;stay
960926400;stay
960940800;stay
960955200;stay
960969600;stay
960984000;stay
960998400;stay
961012800;stay
961027200;stay
961041600;sell
961056000;stay
961070400;stay
961084800;stay
961099200;stay
961113600;stay
961128000;stay
961142400;stay
961156800;stay
961171200;stay
961185600;sell
961372800;stay
961387200;stay
961401600;stay
961416000;stay
961430400;stay
961444800;stay
961459200;stay
961473600;stay
961488000;stay
961502400;stay
961516800;stay
961531200;stay
961545600;stay
961560000;stay
961574400;stay
961588800;stay
961603200;stay
961617600;stay
961632000;sell
961646400;sell
961660800;sell
961675200;stay
961689600;stay
961704000;stay
961718400;stay
961732800;stay
961747200;stay
961761600;stay
961776000;stay
961790400;buy
961977600;buy
961992000;buy
962006400;stay
962020800;stay
962035200;stay
962049600;stay
962064000;stay
962078400;stay
962092800;stay
962107200;stay
962121600;stay
962136000;stay
962150400;stay
962164800;stay
962179200;stay
962193600;stay
962208000;stay
962222400;sell
962236800;stay
962251200;stay
962265600;buy
962280000;buy
962294400;stay
962308800;stay
962323200;stay
962337600;sell
962352000;buy
962366400;buy
962380800;stay
962395200;stay
962582400;stay
962596800;stay
962611200;stay
962625600;stay
962640000;buy
962654400;buy
962668800;stay
962683200;stay
962697600;stay
962712000;stay
962726400;stay
962740800;stay
962755200;buy
962769600;buy
962784000;buy
962798400;stay
962812800;stay
962827200;stay
962841600;stay
962856000;stay
962870400;stay
962884800;stay
962899200;stay
962913600;stay
962928000;stay
962942400;stay
962956800;stay
962971200;stay
962985600;sell
963000000;sell
963187200;sell
963201600;stay
963216000;stay
963230400;stay
963244800;stay
963259200;stay
963273600;stay
963288000;stay
963302400;stay
963316800;stay
963331200;stay
963345600;stay
963360000;buy
963374400;buy
963388800;buy
963403200;stay
963417600;stay
963432000;sell
963446400;sell
963460800;sell
963475200;buy
963489600;buy
963504000;stay
963518400;stay
963532800;stay
963547200;sell
963561600;stay
963576000;sell
963590400;stay
963604800;sell
963792000;stay
963806400;stay
963820800;stay
963835200;sell
963849600;stay
963864000;stay
963878400;stay
963892800;stay
963907200;stay
963921600;stay
963936000;stay
963950400;stay
963964800;stay
963979200;stay
963993600;stay
964008000;stay
964022400;stay
964036800;stay
964051200;stay
964065600;sell
964080000;sell
964094400;sell
964108800;buy
964123200;buy
964137600;buy
964152000;buy
964166400;buy
964180800;stay
964195200;stay
964209600;stay
964396800;stay
964411200;stay
964425600;stay
964440000;stay
964454400;stay
964468800;stay
964483200;stay
964497600;stay
964512000;stay
964526400;stay
964540800;stay
964555200;stay
964569600;stay
964584000;stay
964598400;stay
964612800;stay
964627200;stay
964641600;stay
964656000;stay
964670400;stay
964684800;stay
964699200;stay
964713600;stay
964728000;stay
964742400;stay
964756800;buy
964771200;stay
964785600;stay
964800000;stay
964814400;stay
965001600;stay
965016000;stay
965030400;stay
965044800;stay
965059200;stay
965073600;stay
965088000;stay
965102400;stay
965116800;sell
965131200;sell
965145600;sell
965160000;sell
965174400;buy
965188800;stay
965203200;stay
965217600;stay
965232000;stay
965246400;stay
965260800;sell
965275200;sell
965289600;stay
965304000;stay
965318400;stay
965332800;stay
965347200;stay
965361600;stay
965376000;stay
965390400;stay
965404800;stay
965419200;stay
965606400;stay
965620800;stay
965635200;stay
965649600;stay
965664000;stay
965678400;stay
965692800;sell
965707200;stay
965721600;stay
965736000;stay
965750400;stay
965764800;stay
965779200;sell
965793600;sell
965808000;stay
965822400;stay
965836800;stay
965851200;stay
965865600;buy
965880000;buy
965894400;buy
965908800;stay
965923200;stay
965937600;stay
965952000;stay
965966400;stay
965980800;stay
965995200;stay
966009600;stay
966024000;stay
966211200;buy
966225600;buy
966240000;buy
966254400;stay
966268800;stay
966283200;stay
966297600;stay
966312000;stay
966326400;stay
966340800;stay
966355200;stay
966369600;stay
966384000;stay
966398400;stay
966412800;stay
966427200;stay
966441600;stay
966456000;stay
966470400;stay
966484800;stay
966499200;stay
966513600;stay
966528000;stay
966542400;stay
966556800;stay
966571200;sell
966585600;sell
966600000;sell
966614400;stay
966628800;stay
966816000;stay
966830400;stay
966844800;buy
966859200;stay
966873600;stay
966888000;stay
966902400;stay
966916800;stay
966931200;stay
966945600;sell
966960000;sell
966974400;sell
966988800;stay
967003200;stay
967017600;stay
967032000;stay
967046400;stay
967060800;stay
967075200;stay
967089600;stay
967104000;stay
967118400;stay
967132800;stay
967147200;stay
967161600;stay
967176000;stay
967190400;stay
967204800;stay
967219200;sell
967233600;sell
967420800;stay
967435200;stay
967449600;stay
967464000;stay
967478400;stay
967492800;stay
967507200;stay
967521600;stay
967536000;stay
967550400;stay
967564800;stay
967579200;stay
967593600;stay
967608000;stay
967622400;stay
967636800;stay
967651200;stay
967665600;stay
967680000;stay
967694400;stay
967708800;stay
967723200;stay
967737600;stay
967752000;stay
967766400;stay
967780800;sell
967795200;sell
967809600;stay
967824000;stay
967838400;stay
968025600;stay
968040000;stay
968054400;stay
968068800;buy
968083200;buy
968097600;stay
968112000;stay
968126400;stay
968140800;stay
968155200;stay
968169600;stay
968184000;stay
968198400;stay
968212800;stay
968227200;stay
968241600;stay
968256000;buy
968270400;sell
968284800;sell
968299200;sell
968313600;stay
968328000;buy
968342400;buy
968356800;stay
968371200;stay
968385600;buy
968400000;buy
968414400;stay
968428800;stay
968443200;stay
968630400;stay
968644800;stay
968659200;stay
968673600;stay
968688000;stay
968702400;stay
968716800;buy
968731200;buy
968745600;buy
968760000;stay
968774400;stay
968788800;stay
968803200;stay
968817600;stay
968832000;stay
968846400;stay
968860800;stay
968875200;stay
968889600;stay
968904000;stay
968918400;stay
968932800;stay
968947200;stay
968961600;stay
968976000;stay
968990400;stay
969004800;stay
969019200;stay
969033600;stay
969048000;stay
969235200;stay
969249600;stay
969264000;stay
969278400;stay
969292800;stay
969307200;stay
969321600;stay
969336000;stay
969350400;stay
969364800;stay
969379200;stay
969393600;stay
969408000;sell
969422400;stay
969436800;stay
969451200;stay
969465600;stay
969480000;stay
969494400;stay
969508800;stay
969523200;stay
969537600;stay
969552000;stay
969566400;stay
969580800;buy
969595200;buy
969609600;sell
969624000;stay
969638400;stay
969652800;stay
969840000;stay
969854400;stay
969868800;stay
969883200;stay
969897600;stay
969912000;stay
969926400;stay
969940800;stay
969955200;stay
969969600;stay
969984000;stay
969998400;stay
970012800;stay
970027200;stay
970041600;stay
970056000;stay
970070400;stay
970084800;stay
970099200;stay
970113600;stay
970128000;stay
970142400;stay
970156800;stay
970171200;stay
970185600;buy
970200000;buy
970214400;stay
970228800;stay
970243200;stay
970257600;stay
970444800;stay
970459200;buy
970473600;stay
970488000;stay
970502400;stay
970516800;stay
970531200;stay
970545600;stay
970560000;stay
970574400;stay
970588800;stay
970603200;stay
970617600;buy
970632000;stay
970646400;stay
970660800;stay
970675200;stay
970689600;stay
970704000;stay
970718400;stay
970732800;stay
970747200;stay
970761600;stay
970776000;stay
970790400;stay
970804800;stay
970819200;stay
970833600;stay
970848000;stay
970862400;stay
971049600;stay
971064000;stay
971078400;stay
971092800;stay
971107200;stay
971121600;stay
971136000;stay
971150400;sell
971164800;stay
971179200;stay
971193600;stay
971208000;stay
971222400;stay
971236800;stay
971251200;stay
971265600;stay
971280000;stay
971294400;stay
971308800;stay
971323200;stay
971337600;stay
971352000;stay
971366400;stay
971380800;stay
971395200;stay
971409600;stay
971424000;stay
971438400;stay
971452800;stay
971467200;stay
971654400;stay
971668800;stay
971683200;stay
971697600;stay
971712000;stay
971726400;stay
971740800;stay
971755200;stay
971769600;stay
971784000;stay
971798400;stay
971812800;stay
971827200;stay
971841600;stay
971856000;sell
971870400;stay
971884800;stay
971899200;stay
971913600;buy
971928000;buy
971942400;buy
971956800;stay
971971200;stay
971985600;stay
972000000;stay
972014400;stay
972028800;stay
972043200;stay
972057600;stay
972072000;stay
972259200;stay
972273600;sell
972288000;sell
972302400;stay
972316800;stay
972331200;stay
972345600;stay
972360000;stay
972374400;stay
972388800;stay
972403200;stay
972417600;stay
972432000;stay
972446400;stay
972460800;stay
972475200;stay
972489600;stay
972504000;stay
972518400;stay
972532800;stay
972547200;stay
972561600;stay
972576000;stay
972590400;stay
972604800;stay
972619200;stay
972633600;stay
972648000;stay
972662400;stay
972676800;stay
972864000;stay
972878400;stay
972892800;stay
972907200;stay
972921600;stay
972936000;stay
972950400;stay
972964800;stay
972979200;stay
972993600;stay
973008000;stay
973022400;stay
973036800;stay
973051200;stay
973065600;stay
973080000;stay
973094400;stay
973108800;stay
973123200;stay
973137600;stay
973152000;stay
973166400;stay
973180800;stay
973195200;stay
973209600;sell
973224000;sell
973238400;sell
973252800;stay
973267200;stay
973281600;stay
973468800;stay
973483200;stay
973497600;stay
973512000;stay
973526400;stay
973540800;stay
973555200;stay
973569600;stay
973584000;stay
973598400;stay
973612800;stay
973627200;stay
973641600;buy
973656000;stay
973670400;stay
973684800;stay
973699200;stay
973713600;stay
973728000;stay
973742400;stay
973756800;stay
973771200;stay
973785600;stay
973800000;stay
973814400;stay
973828800;stay
973843200;stay
973857600;stay
973872000;stay
973886400;stay
974073600;stay
974088000;stay
974102400;stay
974116800;stay
974131200;stay
974145600;stay
974160000;stay
974174400;stay
974188800;stay
974203200;stay
974217600;stay
974232000;stay
974246400;stay
974260800;buy
974275200;stay
974289600;stay
974304000;stay
974318400;stay
974332800;stay
974347200;stay
974361600;stay
974376000;stay
974390400;stay
974404800;stay
974419200;stay
974433600;stay
974448000;stay
974462400;stay
974476800;stay
974491200;stay
974678400;buy
974692800;buy
974707200;buy
974721600;stay
974736000;stay
974750400;stay
974764800;stay
974779200;stay
974793600;stay
974808000;stay
974822400;stay
974836800;stay
974851200;stay
974865600;stay
974880000;stay
974894400;stay
974908800;stay
974923200;stay
974937600;stay
974952000;stay
974966400;stay
974980800;stay
974995200;stay
975009600;buy
975024000;stay
975038400;stay
975052800;stay
975067200;stay
975081600;stay
975096000;stay
975283200;stay
975297600;stay
975312000;sell
975326400;stay
975340800;stay
975355200;stay
975369600;stay
975384000;stay
975398400;sell
975412800;stay
975427200;stay
975441600;stay
975456000;stay
975470400;buy
975484800;buy
975499200;stay
975513600;stay
975528000;sell
975542400;stay
975556800;stay
975571200;stay
975585600;stay
975600000;stay
975614400;buy
975628800;buy
975643200;buy
975657600;buy
975672000;sell
975686400;stay
975700800;stay
975888000;sell
975902400;sell
975916800;stay
975931200;buy
975945600;stay
975960000;stay
975974400;stay
975988800;stay
976003200;stay
976017600;stay
976032000;stay
976046400;stay
976060800;stay
976075200;stay
976089600;sell
976104000;stay
976118400;stay
976132800;stay
976147200;stay
976161600;stay
976176000;stay
976190400;stay
976204800;stay
976219200;stay
976233600;buy
976248000;buy
976262400;stay
976276800;stay
976291200;stay
976305600;stay
976492800;stay
976507200;stay
976521600;stay
976536000;stay
976550400;stay
976564800;stay
976579200;buy
976593600;stay
976608000;buy
976622400;stay
976636800;buy
976651200;buy
976665600;buy
976680000;stay
976694400;stay
976708800;stay
976723200;stay
976737600;stay
976752000;stay
976766400;stay
976780800;stay
976795200;stay
976809600;stay
976824000;buy
976838400;stay
976852800;stay
976867200;stay
976881600;stay
976896000;stay
976910400;stay
977097600;stay
977112000;sell
977126400;sell
977140800;stay
977155200;stay
977169600;stay
977184000;stay
977198400;stay
977212800;stay
977227200;stay
977241600;stay
977256000;stay
977270400;stay
977284800;stay
977299200;stay
977313600;stay
977328000;stay
977342400;stay
977356800;sell
977371200;sell
977385600;stay
977400000;stay
977414400;stay
977428800;stay
977443200;stay
977457600;stay
977472000;stay
977486400;stay
977500800;stay
977515200;stay
977702400;stay
977716800;stay
977731200;stay
977745600;buy
977760000;buy
977774400;buy
977788800;stay
977803200;stay
977817600;stay
977832000;buy
977846400;buy
977860800;stay
977875200;stay
977889600;stay
977904000;stay
977918400;stay
977932800;stay
977947200;stay
977961600;stay
977976000;stay
977990400;stay
978004800;stay
978019200;stay
978033600;stay
978048000;stay
978062400;stay
978076800;stay
978091200;stay
978105600;stay
978120000;stay
978307200;stay
978321600;stay
978336000;stay
978350400;stay
978364800;stay
978379200;stay
978393600;stay
978408000;stay
978422400;stay
978436800;stay
978451200;stay
978465600;stay
978480000;stay
978494400;sell
978508800;sell
978523200;sell
978537600;stay
978552000;buy
978566400;buy
978580800;buy
978595200;buy
978609600;buy
978624000;buy
978638400;buy
978652800;stay
978667200;stay
978681600;stay
978696000;stay
978710400;stay
978724800;stay
978912000;stay
978926400;stay
978940800;sell
978955200;stay
978969600;stay
978984000;stay
978998400;stay
979012800;buy
979027200;buy
979041600;buy
979056000;sell
979070400;sell
979084800;sell
979099200;stay
979113600;stay
979128000;stay
979142400;stay
979156800;buy
979171200;buy
979185600;buy
979200000;buy
979214400;stay
979228800;stay
979243200;stay
979257600;buy
979272000;stay
979286400;buy
979300800;buy
979315200;buy
979329600;buy
979516800;stay
979531200;stay
979545600;stay
979560000;stay
979574400;sell
979588800;sell
979603200;sell
979617600;sell
979632000;sell
979646400;sell
979660800;stay
979675200;sell
979689600;buy
979704000;buy
979718400;buy
979732800;buy
979747200;buy
979761600;buy
979776000;sell
979790400;sell
979804800;sell
979819200;sell
979833600;sell
979848000;sell
979862400;buy
979876800;buy
979891200;sell
979905600;sell
979920000;sell
979934400;sell
980121600;stay
980136000;stay
980150400;stay
980164800;stay
980179200;buy
980193600;buy
980208000;stay
980222400;stay
980236800;stay
980251200;stay
980265600;stay
980280000;buy
980294400;buy
980308800;buy
980323200;stay
980337600;sell
980352000;sell
980366400;sell
980380800;sell
980395200;sell
980409600;sell
980424000;stay
980438400;stay
980452800;stay
980467200;stay
980481600;buy
980496000;buy
980510400;stay
980524800;stay
980539200;sell
980726400;sell
980740800;sell
980755200;stay
980769600;stay
980784000;stay
980798400;stay
980812800;stay
980827200;sell
980841600;sell
980856000;sell
980870400;buy
980884800;buy
980899200;stay
980913600;stay
980928000;stay
980942400;stay
980956800;stay
980971200;stay
980985600;sell
981000000;sell
981014400;sell
981028800;stay
981043200;stay
981057600;sell
981072000;stay
981086400;stay
981100800;buy
981115200;stay
981129600;stay
981144000;stay
981331200;sell
981345600;sell
981360000;sell
981374400;stay
981388800;stay
981403200;stay
981417600;sell
981432000;sell
981446400;stay
981460800;stay
981475200;stay
981489600;buy
981504000;buy
981518400;buy
981532800;stay
981547200;stay
981561600;stay
981576000;stay
981590400;stay
981604800;stay
981619200;stay
981633600;buy
981648000;stay
981662400;stay
981676800;buy
981691200;buy
981705600;stay
981720000;stay
981734400;stay
981748800;stay
981936000;stay
981950400;stay
981964800;stay
981979200;stay
981993600;stay
982008000;stay
982022400;stay
982036800;stay
982051200;stay
982065600;sell
982080000;stay
982094400;stay
982108800;stay
982123200;stay
982137600;stay
982152000;stay
982166400;stay
982180800;stay
982195200;stay
982209600;sell
982224000;sell
982238400;stay
982252800;stay
982267200;sell
982281600;sell
982296000;sell
982310400;buy
982324800;buy
982339200;stay
982353600;stay
982540800;stay
982555200;stay
982569600;stay
982584000;stay
982598400;stay
982612800;stay
982627200;sell
982641600;sell
982656000;stay
982670400;stay
982684800;stay
982699200;buy
982713600;buy
982728000;buy
982742400;stay
982756800;stay
982771200;sell
982785600;stay
982800000;stay
982814400;stay
982828800;buy
982843200;buy
982857600;buy
982872000;stay
982886400;stay
982900800;sell
982915200;sell
982929600;stay
982944000;stay
982958400;stay
983145600;buy
983160000;stay
983174400;buy
983188800;stay
983203200;stay
983217600;stay
983232000;stay
983246400;stay
983260800;stay
983275200;stay
983289600;stay
983304000;buy
983318400;buy
983332800;buy
983347200;stay
983361600;stay
983376000;stay
983390400;stay
983404800;stay
983419200;stay
983433600;stay
983448000;stay
983462400;stay
983476800;buy
983491200;buy
983505600;buy
983520000;stay
983534400;stay
983548800;stay
983563200;stay
983750400;sell
983764800;stay
983779200;stay
983793600;stay
983808000;stay
983822400;sell
983836800;stay
983851200;stay
983865600;stay
983880000;stay
983894400;buy
983908800;buy
983923200;buy
983937600;buy
983952000;stay
983966400;stay
983980800;stay
983995200;stay
984009600;sell
984024000;sell
984038400;stay
984052800;stay
984067200;stay
984081600;stay
984096000;stay
984110400;stay
984124800;stay
984139200;buy
984153600;buy
984168000;buy
984355200;stay
984369600;stay
984384000;stay
984398400;stay
984412800;stay
984427200;sell
984441600;stay
984456000;stay
984470400;stay
984484800;stay
984499200;stay
984513600;stay
984528000;buy
984542400;buy
984556800;buy
984571200;stay
984585600;stay
984600000;buy
984614400;buy
984628800;buy
984643200;buy
984657600;buy
984672000;stay
984686400;buy
984700800;stay
984715200;stay
984729600;stay
984744000;stay
984758400;stay
984772800;sell
984960000;sell
984974400;sell
984988800;buy
985003200;buy
985017600;stay
985032000;stay
985046400;stay
985060800;stay
985075200;stay
985089600;buy
985104000;buy
985118400;buy
985132800;stay
985147200;buy
985161600;sell
985176000;stay
985190400;stay
985204800;buy
985219200;stay
985233600;stay
985248000;stay
985262400;sell
985276800;sell
985291200;sell
985305600;stay
985320000;stay
985334400;stay
985348800;buy
985363200;buy
985377600;buy
985564800;sell
985579200;stay
985593600;stay
985608000;sell
985622400;stay
985636800;stay
985651200;stay
985665600;sell
985680000;sell
985694400;sell
985708800;stay
985723200;sell
985737600;stay
985752000;sell
985766400;buy
985780800;buy
985795200;stay
985809600;buy
985824000;buy
985838400;buy
985852800;stay
985867200;buy
985881600;buy
985896000;buy
985910400;buy
985924800;buy
985939200;buy
985953600;buy
985968000;stay
985982400;stay
986169600;buy
986184000;stay
986198400;buy
986212800;stay
986227200;sell
986241600;sell
986256000;sell
986270400;sell
986284800;stay
986299200;sell
986313600;stay
986328000;buy
986342400;sell
986356800;sell
986371200;sell
986385600;stay
986400000;stay
986414400;sell
986428800;sell
986443200;sell
986457600;buy
986472000;buy
986486400;buy
986500800;buy
986515200;sell
986529600;sell
986544000;sell
986558400;stay
986572800;buy
986587200;buy
986774400;buy
986788800;stay
986803200;stay
986817600;stay
986832000;stay
986846400;sell
986860800;stay
986875200;stay
986889600;stay
986904000;sell
986918400;stay
986932800;stay
986947200;stay
986961600;buy
986976000;buy
986990400;stay
987004800;stay
