IDTime;Class
953107200;stay
953121600;stay
953136000;stay
953150400;stay
953164800;stay
953179200;stay
953193600;stay
953208000;stay
953222400;stay
953236800;stay
953251200;stay
953265600;stay
953280000;stay
953294400;stay
953308800;stay
953323200;sell
953510400;sell
953524800;sell
953539200;stay
953553600;stay
953568000;stay
953582400;stay
953596800;stay
953611200;buy
953625600;buy
953640000;stay
953654400;stay
953668800;stay
953683200;sell
953697600;sell
953712000;buy
953726400;buy
953740800;stay
953755200;stay
953769600;stay
953784000;buy
953798400;buy
953812800;stay
953827200;stay
953841600;stay
953856000;stay
953870400;stay
953884800;buy
953899200;stay
953913600;stay
953928000;stay
954115200;buy
954129600;sell
954144000;sell
954158400;sell
954172800;stay
954187200;stay
954201600;stay
954216000;sell
954230400;stay
954244800;buy
954259200;buy
954273600;stay
954288000;stay
954302400;sell
954316800;buy
954331200;buy
954345600;stay
954360000;stay
954374400;stay
954388800;stay
954403200;stay
954417600;stay
954432000;stay
954446400;stay
954460800;stay
954475200;stay
954489600;stay
954504000;stay
954518400;sell
954532800;stay
954720000;stay
954734400;buy
954748800;buy
954763200;stay
954777600;stay
954792000;stay
954806400;stay
954820800;buy
954835200;buy
954849600;buy
954864000;sell
954878400;stay
954892800;stay
954907200;sell
954921600;sell
954936000;stay
954950400;stay
954964800;stay
954979200;stay
954993600;sell
955008000;sell
955022400;stay
955036800;stay
955051200;stay
955065600;stay
955080000;stay
955094400;stay
955108800;stay
955123200;stay
955137600;stay
955324800;stay
955339200;stay
955353600;stay
955368000;stay
955382400;stay
955396800;stay
955411200;stay
955425600;stay
955440000;stay
955454400;stay
955468800;stay
955483200;stay
955497600;stay
955512000;stay
955526400;stay
955540800;stay
955555200;stay
955569600;stay
955584000;stay
955598400;stay
955612800;stay
955627200;stay
955641600;stay
955656000;stay
955670400;stay
955684800;stay
955699200;buy
955713600;stay
955728000;buy
955742400;stay
955929600;stay
955944000;stay
955958400;sell
955972800;sell
955987200;sell
956001600;stay
956016000;buy
956030400;stay
956044800;sell
956059200;stay
956073600;stay
956088000;stay
956102400;buy
956116800;buy
956131200;stay
956145600;stay
956160000;stay
956174400;stay
956188800;stay
956203200;stay
956217600;stay
956232000;stay
956246400;stay
956260800;stay
956275200;stay
956289600;stay
956304000;stay
956318400;stay
956332800;stay
956347200;stay
956534400;stay
956548800;stay
956563200;stay
956577600;stay
956592000;stay
956606400;stay
956620800;stay
956635200;stay
956649600;stay
956664000;stay
956678400;stay
956692800;sell
956707200;stay
956721600;stay
956736000;stay
956750400;stay
956764800;stay
956779200;stay
956793600;stay
956808000;stay
956822400;buy
956836800;stay
956851200;stay
956865600;stay
956880000;sell
956894400;sell
956908800;sell
956923200;sell
956937600;stay
956952000;stay
957139200;stay
957153600;stay
957168000;stay
957182400;stay
957196800;stay
957211200;stay
957225600;buy
957240000;buy
957254400;buy
957268800;stay
957283200;stay
957297600;stay
957312000;stay
957326400;stay
957340800;stay
957355200;stay
957369600;stay
957384000;stay
957398400;sell
957412800;sell
957427200;sell
957441600;buy
957456000;stay
957470400;sell
957484800;sell
957499200;sell
957513600;sell
957528000;sell
957542400;stay
957556800;stay
957744000;stay
957758400;stay
957772800;stay
957787200;stay
957801600;stay
957816000;stay
957830400;stay
957844800;stay
957859200;stay
957873600;stay
957888000;stay
957902400;sell
957916800;sell
957931200;sell
957945600;sell
957960000;sell
957974400;stay
957988800;sell
958003200;sell
958017600;sell
958032000;buy
958046400;sell
958060800;stay
958075200;buy
958089600;buy
958104000;buy
958118400;buy
958132800;stay
958147200;stay
958161600;stay
958348800;stay
958363200;sell
958377600;sell
958392000;sell
958406400;sell
958420800;sell
958435200;sell
958449600;sell
958464000;stay
958478400;stay
958492800;sell
958507200;stay
958521600;sell
958536000;sell
958550400;stay
958564800;stay
958579200;stay
958593600;sell
958608000;sell
958622400;sell
958636800;stay
958651200;stay
958665600;stay
958680000;sell
958694400;stay
958708800;buy
958723200;stay
958737600;stay
958752000;stay
958766400;stay
958953600;stay
958968000;buy
958982400;buy
958996800;buy
959011200;stay
959025600;sell
959040000;sell
959054400;sell
959068800;sell
959083200;stay
959097600;stay
959112000;sell
959126400;sell
959140800;stay
959155200;stay
959169600;stay
959184000;stay
959198400;buy
959212800;sell
959227200;sell
959241600;sell
959256000;stay
959270400;buy
959284800;buy
959299200;stay
959313600;buy
959328000;buy
959342400;buy
959356800;stay
959558400;stay
959572800;stay
959587200;stay
959601600;stay
959616000;stay
959630400;buy
959644800;buy
959659200;buy
959673600;stay
959688000;sell
959702400;stay
959716800;stay
959731200;stay
959745600;stay
959760000;buy
959774400;stay
959788800;stay
959803200;sell
959817600;sell
959832000;sell
959846400;stay
959860800;stay
959875200;stay
959889600;stay
959904000;buy
959918400;buy
959932800;buy
959947200;sell
959961600;stay
959976000;stay
960163200;stay
960177600;buy
960192000;buy
960206400;buy
960220800;stay
960235200;stay
960249600;buy
960264000;buy
960278400;buy
960292800;buy
960307200;stay
960321600;stay
960336000;stay
960350400;sell
960364800;stay
960379200;stay
960393600;stay
960408000;sell
960422400;sell
960436800;sell
960451200;sell
960465600;stay
960480000;stay
960494400;stay
960508800;sell
960523200;sell
960537600;sell
960552000;stay
960566400;stay
960580800;sell
960768000;buy
960782400;buy
960796800;stay
960811200;stay
960825600;stay
960840000;stay
960854400;stay
960868800;stay
960883200;sell
960897600;sell
960912000;stay
960926400;stay
960940800;sell
960955200;sell
960969600;stay
960984000;stay
960998400;stay
961012800;buy
961027200;buy
961041600;buy
961056000;stay
961070400;stay
961084800;stay
961099200;stay
961113600;buy
961128000;stay
961142400;stay
961156800;stay
961171200;stay
961185600;stay
961372800;stay
961387200;stay
961401600;stay
961416000;stay
961430400;stay
961444800;stay
961459200;stay
961473600;stay
961488000;buy
961502400;buy
961516800;stay
961531200;stay
961545600;sell
961560000;sell
961574400;sell
961588800;stay
961603200;stay
961617600;stay
961632000;buy
961646400;buy
961660800;buy
961675200;sell
961689600;stay
961704000;sell
961718400;sell
961732800;sell
961747200;stay
961761600;stay
961776000;stay
961790400;stay
961977600;stay
961992000;stay
962006400;stay
962020800;stay
962035200;stay
962049600;stay
962064000;stay
962078400;buy
962092800;buy
962107200;buy
962121600;stay
962136000;stay
962150400;stay
962164800;buy
962179200;buy
962193600;stay
962208000;stay
962222400;stay
962236800;buy
962251200;buy
962265600;stay
962280000;stay
962294400;stay
962308800;sell
962323200;sell
962337600;sell
962352000;buy
962366400;stay
962380800;stay
962395200;stay
962582400;sell
962596800;sell
962611200;stay
962625600;stay
962640000;stay
962654400;stay
962668800;stay
962683200;stay
962697600;stay
962712000;stay
962726400;stay
962740800;stay
962755200;stay
962769600;stay
962784000;sell
962798400;stay
962812800;stay
962827200;stay
962841600;stay
962856000;stay
962870400;stay
962884800;stay
962899200;stay
962913600;stay
962928000;buy
962942400;buy
962956800;stay
962971200;stay
962985600;stay
963000000;stay
963187200;stay
963201600;stay
963216000;sell
963230400;stay
963244800;stay
963259200;stay
963273600;stay
963288000;stay
963302400;stay
963316800;stay
963331200;stay
963345600;stay
963360000;stay
963374400;sell
963388800;sell
963403200;sell
963417600;stay
963432000;stay
963446400;stay
963460800;stay
963475200;stay
963489600;stay
963504000;stay
963518400;stay
963532800;stay
963547200;stay
963561600;stay
963576000;stay
963590400;stay
963604800;stay
963792000;sell
963806400;sell
963820800;sell
963835200;stay
963849600;stay
963864000;stay
963878400;stay
963892800;stay
963907200;stay
963921600;stay
963936000;stay
963950400;stay
963964800;stay
963979200;stay
963993600;stay
964008000;stay
964022400;stay
964036800;stay
964051200;stay
964065600;buy
964080000;buy
964094400;buy
964108800;stay
964123200;stay
964137600;stay
964152000;buy
964166400;stay
964180800;stay
964195200;stay
964209600;stay
964396800;stay
964411200;stay
964425600;sell
964440000;stay
964454400;stay
964468800;stay
964483200;stay
964497600;stay
964512000;stay
964526400;stay
964540800;stay
964555200;stay
964569600;stay
964584000;stay
964598400;sell
964612800;stay
964627200;stay
964641600;stay
964656000;stay
964670400;stay
964684800;stay
964699200;stay
964713600;stay
964728000;stay
964742400;sell
964756800;sell
964771200;sell
964785600;stay
964800000;stay
964814400;stay
965001600;sell
965016000;sell
965030400;stay
965044800;stay
965059200;stay
965073600;stay
965088000;stay
965102400;stay
965116800;sell
965131200;sell
965145600;stay
965160000;stay
965174400;stay
965188800;sell
965203200;stay
965217600;buy
965232000;stay
965246400;stay
965260800;sell
965275200;sell
965289600;sell
965304000;stay
965318400;stay
965332800;sell
965347200;buy
965361600;buy
965376000;buy
965390400;stay
965404800;stay
965419200;stay
965606400;stay
965620800;buy
965635200;buy
965649600;buy
965664000;stay
965678400;stay
965692800;stay
965707200;sell
965721600;sell
965736000;stay
965750400;stay
965764800;stay
965779200;stay
965793600;stay
965808000;stay
965822400;stay
965836800;stay
965851200;stay
965865600;stay
965880000;sell
965894400;stay
965908800;stay
965923200;stay
965937600;stay
965952000;buy
965966400;buy
965980800;buy
965995200;stay
966009600;stay
966024000;stay
966211200;buy
966225600;buy
966240000;stay
966254400;sell
966268800;stay
966283200;buy
966297600;buy
966312000;sell
966326400;stay
966340800;stay
966355200;stay
966369600;stay
966384000;stay
966398400;sell
966412800;sell
966427200;stay
966441600;stay
966456000;stay
966470400;stay
966484800;stay
966499200;stay
966513600;stay
966528000;stay
966542400;stay
966556800;stay
966571200;sell
966585600;sell
966600000;sell
966614400;stay
966628800;stay
966816000;stay
966830400;stay
966844800;stay
966859200;stay
966873600;stay
966888000;stay
966902400;stay
966916800;sell
966931200;stay
966945600;stay
966960000;stay
966974400;stay
966988800;stay
967003200;stay
967017600;buy
967032000;buy
967046400;stay
967060800;sell
967075200;sell
967089600;stay
967104000;stay
967118400;stay
967132800;stay
967147200;sell
967161600;sell
967176000;sell
967190400;stay
967204800;stay
967219200;stay
967233600;stay
967420800;stay
967435200;stay
967449600;stay
967464000;stay
967478400;stay
967492800;sell
967507200;sell
967521600;sell
967536000;sell
967550400;sell
967564800;sell
967579200;sell
967593600;sell
967608000;sell
967622400;buy
967636800;stay
967651200;stay
967665600;stay
967680000;stay
967694400;sell
967708800;sell
967723200;sell
967737600;stay
967752000;stay
967766400;buy
967780800;buy
967795200;buy
967809600;buy
967824000;stay
967838400;stay
968025600;stay
968040000;sell
968054400;stay
968068800;stay
968083200;stay
968097600;stay
968112000;sell
968126400;sell
968140800;stay
968155200;stay
968169600;stay
968184000;sell
968198400;sell
968212800;sell
968227200;sell
968241600;sell
968256000;stay
968270400;stay
968284800;stay
968299200;sell
968313600;stay
968328000;stay
968342400;stay
968356800;sell
968371200;sell
968385600;sell
968400000;sell
968414400;sell
968428800;sell
968443200;buy
968630400;sell
968644800;sell
968659200;sell
968673600;sell
968688000;stay
968702400;sell
968716800;buy
968731200;buy
968745600;buy
968760000;sell
968774400;stay
968788800;stay
968803200;stay
968817600;buy
968832000;stay
968846400;stay
968860800;stay
968875200;buy
968889600;buy
968904000;buy
968918400;sell
968932800;sell
968947200;stay
968961600;buy
968976000;buy
968990400;buy
969004800;sell
969019200;sell
969033600;stay
969048000;stay
969235200;stay
969249600;stay
969264000;buy
969278400;stay
969292800;stay
969307200;stay
969321600;stay
969336000;buy
969350400;buy
969364800;stay
969379200;stay
969393600;stay
969408000;buy
969422400;buy
969436800;buy
969451200;sell
969465600;stay
969480000;stay
969494400;buy
969508800;buy
969523200;buy
969537600;buy
969552000;stay
969566400;buy
969580800;buy
969595200;buy
969609600;buy
969624000;sell
969638400;sell
969652800;buy
969840000;sell
969854400;sell
969868800;sell
969883200;stay
969897600;stay
969912000;buy
969926400;buy
969940800;buy
969955200;buy
969969600;buy
969984000;stay
969998400;stay
970012800;stay
970027200;sell
970041600;sell
970056000;stay
970070400;stay
970084800;stay
970099200;stay
970113600;stay
970128000;stay
970142400;stay
970156800;stay
970171200;stay
970185600;buy
970200000;buy
970214400;buy
970228800;buy
970243200;stay
970257600;stay
970444800;sell
970459200;sell
970473600;sell
970488000;stay
970502400;stay
970516800;stay
970531200;sell
970545600;sell
970560000;sell
970574400;stay
970588800;stay
970603200;stay
970617600;stay
970632000;stay
970646400;buy
970660800;stay
970675200;stay
970689600;stay
970704000;stay
970718400;sell
970732800;sell
970747200;sell
970761600;stay
970776000;stay
970790400;stay
970804800;stay
970819200;sell
970833600;stay
970848000;stay
970862400;stay
971049600;stay
971064000;stay
971078400;stay
971092800;stay
971107200;stay
971121600;buy
971136000;buy
971150400;buy
971164800;sell
971179200;stay
971193600;buy
971208000;buy
971222400;stay
971236800;buy
971251200;stay
971265600;stay
971280000;stay
971294400;stay
971308800;stay
971323200;buy
971337600;buy
971352000;buy
971366400;stay
971380800;buy
971395200;sell
971409600;sell
971424000;sell
971438400;sell
971452800;stay
971467200;stay
971654400;sell
971668800;sell
971683200;stay
971697600;stay
971712000;stay
971726400;sell
971740800;sell
971755200;sell
971769600;buy
971784000;buy
971798400;buy
971812800;sell
971827200;sell
971841600;sell
971856000;sell
971870400;sell
971884800;stay
971899200;stay
971913600;stay
971928000;stay
971942400;sell
971956800;stay
971971200;stay
971985600;stay
972000000;stay
972014400;sell
972028800;stay
972043200;buy
972057600;stay
972072000;stay
972259200;stay
972273600;stay
972288000;sell
972302400;stay
972316800;stay
972331200;stay
972345600;stay
972360000;sell
972374400;sell
972388800;stay
972403200;stay
972417600;sell
972432000;sell
972446400;sell
972460800;sell
972475200;sell
972489600;stay
972504000;sell
972518400;sell
972532800;sell
972547200;buy
972561600;buy
972576000;stay
972590400;stay
972604800;stay
972619200;buy
972633600;buy
972648000;buy
972662400;stay
972676800;stay
972864000;buy
972878400;buy
972892800;sell
972907200;sell
972921600;sell
972936000;stay
972950400;stay
972964800;buy
972979200;stay
972993600;stay
973008000;stay
973022400;buy
973036800;buy
973051200;sell
973065600;buy
973080000;stay
973094400;stay
973108800;stay
973123200;stay
973137600;buy
973152000;sell
973166400;stay
973180800;stay
973195200;buy
973209600;buy
973224000;buy
973238400;sell
973252800;buy
973267200;stay
973281600;stay
973468800;sell
973483200;sell
973497600;sell
973512000;sell
973526400;stay
973540800;stay
973555200;stay
973569600;stay
973584000;stay
973598400;stay
973612800;sell
973627200;sell
973641600;sell
973656000;sell
973670400;stay
973684800;stay
973699200;sell
973713600;sell
973728000;sell
973742400;buy
973756800;buy
973771200;buy
973785600;stay
973800000;stay
973814400;stay
973828800;stay
973843200;buy
973857600;sell
973872000;stay
973886400;buy
974073600;buy
974088000;buy
974102400;buy
974116800;stay
974131200;stay
974145600;stay
974160000;sell
974174400;sell
974188800;stay
974203200;stay
974217600;stay
974232000;stay
974246400;sell
974260800;sell
974275200;stay
974289600;stay
974304000;stay
974318400;stay
974332800;stay
974347200;stay
974361600;stay
974376000;stay
974390400;stay
974404800;stay
974419200;stay
974433600;stay
974448000;stay
974462400;stay
974476800;stay
974491200;stay
974678400;stay
974692800;stay
974707200;stay
974721600;stay
974736000;stay
974750400;stay
974764800;sell
974779200;sell
974793600;sell
974808000;stay
974822400;stay
974836800;stay
974851200;stay
974865600;sell
974880000;sell
974894400;sell
974908800;stay
974923200;stay
974937600;stay
974952000;sell
974966400;stay
974980800;stay
974995200;stay
975009600;stay
975024000;buy
975038400;buy
975052800;buy
975067200;stay
975081600;stay
975096000;buy
975283200;buy
975297600;buy
975312000;buy
975326400;stay
975340800;stay
975355200;stay
975369600;stay
975384000;stay
975398400;buy
975412800;stay
975427200;stay
975441600;buy
975456000;buy
975470400;buy
975484800;stay
975499200;stay
975513600;stay
975528000;stay
975542400;stay
975556800;sell
975571200;buy
975585600;buy
975600000;buy
975614400;buy
975628800;buy
975643200;buy
975657600;buy
975672000;buy
975686400;stay
975700800;stay
975888000;buy
975902400;buy
975916800;buy
975931200;stay
975945600;stay
975960000;stay
975974400;sell
975988800;sell
976003200;sell
976017600;sell
976032000;stay
976046400;stay
976060800;stay
976075200;buy
976089600;buy
976104000;buy
976118400;buy
976132800;stay
976147200;buy
976161600;sell
976176000;sell
976190400;stay
976204800;stay
976219200;stay
976233600;buy
976248000;buy
976262400;stay
976276800;stay
976291200;stay
976305600;sell
976492800;buy
976507200;buy
976521600;stay
976536000;stay
976550400;stay
976564800;stay
976579200;sell
976593600;sell
976608000;sell
976622400;stay
976636800;stay
976651200;stay
976665600;buy
976680000;stay
976694400;buy
976708800;stay
976723200;stay
976737600;buy
976752000;buy
976766400;buy
976780800;buy
976795200;buy
976809600;buy
976824000;stay
976838400;stay
976852800;sell
976867200;stay
976881600;stay
976896000;stay
976910400;stay
977097600;sell
977112000;sell
977126400;sell
977140800;sell
977155200;stay
977169600;sell
977184000;sell
977198400;sell
977212800;stay
977227200;stay
977241600;buy
977256000;stay
977270400;stay
977284800;stay
977299200;buy
977313600;buy
977328000;stay
977342400;sell
977356800;sell
977371200;buy
977385600;buy
977400000;stay
977414400;stay
977428800;buy
977443200;buy
977457600;buy
977472000;stay
977486400;stay
977500800;stay
977515200;stay
977702400;stay
977716800;stay
977731200;stay
977745600;stay
977760000;stay
977774400;stay
977788800;stay
977803200;stay
977817600;stay
977832000;buy
977846400;buy
977860800;stay
977875200;stay
977889600;buy
977904000;buy
977918400;buy
977932800;stay
977947200;stay
977961600;sell
977976000;sell
977990400;stay
978004800;stay
978019200;stay
978033600;stay
978048000;buy
978062400;stay
978076800;buy
978091200;stay
978105600;stay
978120000;stay
978307200;stay
978321600;stay
978336000;stay
978350400;stay
978364800;stay
978379200;sell
978393600;sell
978408000;stay
978422400;buy
978436800;buy
978451200;stay
978465600;stay
978480000;buy
978494400;sell
978508800;sell
978523200;sell
978537600;stay
978552000;buy
978566400;buy
978580800;buy
978595200;sell
978609600;stay
978624000;buy
978638400;stay
978652800;stay
978667200;sell
978681600;stay
978696000;stay
978710400;stay
978724800;stay
978912000;sell
978926400;sell
978940800;sell
978955200;sell
978969600;stay
978984000;sell
978998400;sell
979012800;sell
979027200;stay
979041600;stay
979056000;stay
979070400;stay
979084800;stay
979099200;stay
979113600;sell
979128000;stay
979142400;stay
979156800;stay
979171200;buy
979185600;buy
979200000;buy
979214400;stay
979228800;stay
979243200;stay
979257600;sell
979272000;sell
979286400;sell
979300800;sell
979315200;stay
979329600;stay
979516800;stay
979531200;stay
979545600;stay
979560000;stay
979574400;stay
979588800;sell
979603200;sell
979617600;sell
979632000;stay
979646400;stay
979660800;stay
979675200;stay
979689600;stay
979704000;stay
979718400;stay
979732800;stay
979747200;stay
979761600;stay
979776000;stay
979790400;stay
979804800;stay
979819200;stay
979833600;stay
979848000;stay
979862400;stay
979876800;sell
979891200;sell
979905600;sell
979920000;stay
979934400;stay
980121600;sell
980136000;sell
980150400;sell
980164800;buy
980179200;stay
980193600;buy
980208000;buy
980222400;buy
980236800;stay
980251200;stay
980265600;stay
980280000;stay
980294400;sell
980308800;sell
980323200;sell
980337600;sell
980352000;sell
980366400;stay
980380800;sell
980395200;sell
980409600;buy
980424000;buy
980438400;stay
980452800;buy
980467200;buy
980481600;buy
980496000;sell
980510400;stay
980524800;stay
980539200;stay
980726400;stay
980740800;stay
980755200;stay
980769600;stay
980784000;stay
980798400;stay
980812800;stay
980827200;stay
980841600;buy
980856000;stay
980870400;stay
980884800;stay
980899200;stay
980913600;stay
980928000;stay
980942400;stay
980956800;buy
980971200;buy
980985600;buy
981000000;buy
981014400;buy
981028800;stay
981043200;stay
981057600;stay
981072000;buy
981086400;sell
981100800;sell
981115200;sell
981129600;stay
981144000;buy
981331200;buy
981345600;buy
981360000;stay
981374400;stay
981388800;stay
981403200;sell
981417600;sell
981432000;sell
981446400;sell
981460800;stay
981475200;stay
981489600;stay
981504000;stay
981518400;buy
981532800;sell
981547200;sell
981561600;sell
981576000;stay
981590400;sell
981604800;sell
981619200;sell
981633600;stay
981648000;stay
981662400;sell
981676800;sell
981691200;sell
981705600;stay
981720000;stay
981734400;stay
981748800;buy
981936000;buy
981950400;stay
981964800;stay
981979200;stay
981993600;stay
982008000;stay
982022400;stay
982036800;stay
982051200;sell
982065600;stay
982080000;stay
982094400;buy
982108800;buy
982123200;buy
982137600;stay
982152000;stay
982166400;stay
982180800;stay
982195200;sell
982209600;sell
982224000;sell
982238400;stay
982252800;stay
982267200;buy
982281600;buy
982296000;sell
982310400;sell
982324800;sell
982339200;stay
982353600;stay
982540800;stay
982555200;stay
982569600;sell
982584000;stay
982598400;stay
982612800;sell
982627200;sell
982641600;sell
982656000;buy
982670400;buy
982684800;stay
982699200;stay
982713600;stay
982728000;sell
982742400;stay
982756800;sell
982771200;stay
982785600;stay
982800000;stay
982814400;buy
982828800;buy
982843200;stay
982857600;stay
982872000;stay
982886400;stay
982900800;buy
982915200;buy
982929600;buy
982944000;stay
982958400;stay
983145600;sell
983160000;sell
983174400;sell
983188800;stay
983203200;stay
983217600;stay
983232000;stay
983246400;stay
983260800;stay
983275200;stay
983289600;stay
983304000;stay
983318400;buy
983332800;buy
983347200;stay
983361600;stay
983376000;stay
983390400;stay
983404800;buy
983419200;buy
983433600;buy
983448000;stay
983462400;stay
983476800;buy
983491200;buy
983505600;buy
983520000;buy
983534400;stay
983548800;stay
983563200;stay
983750400;stay
983764800;stay
983779200;stay
983793600;stay
983808000;stay
983822400;stay
983836800;stay
983851200;stay
983865600;stay
983880000;stay
983894400;stay
983908800;stay
983923200;sell
983937600;sell
983952000;stay
983966400;stay
983980800;stay
983995200;buy
984009600;buy
984024000;buy
984038400;stay
984052800;stay
984067200;stay
984081600;stay
984096000;sell
984110400;sell
984124800;sell
984139200;stay
984153600;stay
984168000;sell
984355200;stay
984369600;stay
984384000;stay
984398400;stay
984412800;stay
984427200;sell
984441600;sell
984456000;sell
984470400;stay
984484800;stay
984499200;stay
984513600;stay
984528000;buy
984542400;buy
984556800;sell
984571200;stay
984585600;stay
984600000;stay
984614400;stay
984628800;sell
984643200;sell
984657600;sell
984672000;stay
984686400;sell
984700800;sell
984715200;sell
984729600;stay
984744000;stay
984758400;stay
984772800;sell
984960000;stay
984974400;buy
984988800;sell
985003200;stay
985017600;stay
985032000;buy
985046400;stay
985060800;stay
985075200;sell
985089600;buy
985104000;buy
985118400;sell
985132800;sell
985147200;sell
985161600;stay
985176000;stay
985190400;stay
985204800;sell
985219200;sell
985233600;sell
985248000;stay
985262400;stay
985276800;buy
985291200;buy
985305600;buy
985320000;stay
985334400;stay
985348800;stay
985363200;stay
985377600;buy
985564800;buy
985579200;stay
985593600;stay
985608000;stay
985622400;stay
985636800;stay
985651200;stay
985665600;sell
985680000;stay
985694400;sell
985708800;stay
985723200;stay
985737600;sell
985752000;stay
985766400;buy
985780800;stay
985795200;stay
985809600;stay
985824000;stay
985838400;sell
985852800;sell
985867200;sell
985881600;stay
985896000;stay
985910400;stay
985924800;sell
985939200;sell
985953600;stay
985968000;stay
985982400;stay
986169600;stay
986184000;stay
986198400;stay
986212800;sell
986227200;stay
986241600;buy
986256000;buy
986270400;buy
986284800;buy
986299200;buy
986313600;stay
986328000;stay
986342400;stay
986356800;stay
986371200;stay
986385600;stay
986400000;stay
986414400;buy
986428800;sell
986443200;sell
986457600;sell
986472000;stay
986486400;stay
986500800;stay
986515200;buy
986529600;buy
986544000;buy
986558400;buy
986572800;stay
986587200;buy
986774400;buy
986788800;buy
986803200;stay
986817600;stay
986832000;stay
986846400;stay
986860800;stay
986875200;sell
986889600;sell
986904000;sell
986918400;stay
986932800;stay
986947200;stay
986961600;sell
986976000;sell
986990400;stay
987004800;stay
987019200;stay
